"","PORT","PAGE","LINE","SEX","LENGTH","NETWT","RNDWT","AGE","AGE2","AGECONF","AGEERR","USER","BOATNAME","STATAREA","CAS","GAF","YEAR","MONTH","DAY","SUB"
"1","CCI",1,1,"F",64,4.92257072920152,6.54706885743389,NA,NA,NA,"","Charter","ELBY III",515938,NA,0,2016,5,21,1
"2","CCI",1,2,"F",62,4.44137990441386,5.90708019363236,NA,NA,NA,"","Charter","ELBY III",515938,NA,0,2016,5,21,1
"3","CCI",1,3,"F",71,6.89042324147201,9.16433260189999,NA,NA,NA,"","Charter","ELBY III",515938,NA,0,2016,5,21,1
"4","CCI",1,4,"F",124,41.9618965898669,55.8097468732444,NA,NA,NA,"","Charter","ELBY III",515938,NA,0,2016,5,21,1
"5","CCI",1,5,"M",65,5.17616515408831,6.8843520074242,NA,NA,NA,"","Charter","ELBY III",515938,NA,0,2016,5,21,1
"6","CCI",1,6,"M",70,6.58091829516383,8.7526878929321,NA,NA,NA,"","Charter","ELBY III",515938,NA,0,2016,5,21,1
"7","CCI",1,7,"M",67,5.71019855759206,7.59462183537565,NA,NA,NA,"","Charter","AUTUMN SEA",515938,NA,0,2016,5,21,1
"8","CCI",1,8,"M",67,5.71019855759206,7.59462183537565,NA,NA,NA,"","Charter","AUTUMN SEA",515938,NA,0,2016,5,21,1
"9","CCI",1,9,"F",63,4.67769853713618,6.22138636531405,NA,NA,NA,"","Charter","AUTUMN SEA",515938,NA,0,2016,5,21,1
"10","CCI",1,10,"F",81,10.5599122758681,14.0447901313923,NA,NA,NA,"","Charter","AUTUMN SEA",515938,NA,0,2016,5,21,1
"11","CCI",1,11,"F",83,11.4283062149386,15.1997628534186,NA,NA,NA,"","Charter","AUTUMN SEA",515938,NA,0,2016,5,21,1
"12","CCI",1,12,"F",82,10.9881791366113,14.614389387734,NA,NA,NA,"","Charter","AUTUMN SEA",515938,NA,0,2016,5,21,1
"13","CCI",1,13,"F",83,11.4283062149386,15.1997628534186,NA,NA,NA,"","Charter","AUTUMN SEA",515938,NA,0,2016,5,21,1
"14","CCI",1,14,"F",89,14.3282275744224,19.0566875917582,NA,NA,NA,"","Charter","AUTUMN SEA",515938,NA,0,2016,5,21,1
"15","CCI",1,15,"F",64,4.92257072920152,6.54706885743389,NA,NA,NA,"","Charter","AUTUMN SEA",515938,NA,0,2016,5,21,1
"16","CCI",1,16,"F",65,5.17616515408831,6.8843520074242,NA,NA,NA,"","Charter","AUTUMN SEA",515938,NA,0,2016,5,21,1
"17","CCI",2,1,"F",109,27.633169602028,36.7523950565912,NA,NA,NA,"","Charter","MISS RENE",525931,NA,0,2016,5,28,2
"18","CCI",2,2,"F",116,33.8074749051989,44.9642835576298,NA,NA,NA,"","Charter","MISS RENE",525931,NA,0,2016,5,28,2
"19","CCI",2,3,"F",102,22.2860656615977,29.6406927344324,NA,NA,NA,"","Charter","MISS RENE",525931,NA,0,2016,5,28,2
"20","CCI",2,4,"F",92,15.9529649068762,21.2176046767513,NA,NA,NA,"","Charter","MISS RENE",525931,NA,0,2016,5,28,2
"21","CCI",2,5,"F",95,17.7008177429845,23.542266626813,NA,NA,NA,"","Charter","MISS RENE",525931,NA,0,2016,5,28,2
"22","CCI",2,6,"F",62,4.44137990441386,5.90708019363236,NA,NA,NA,"","Charter","MISS RENE",525931,NA,0,2016,5,28,2
"23","CCI",2,7,"F",61,4.21344679894347,5.60392685800819,NA,NA,NA,"","Charter","MISS RENE",525931,NA,0,2016,5,28,2
"24","CCI",2,8,"M",61,4.21344679894347,5.60392685800819,NA,NA,NA,"","Charter","MISS RENE",525931,NA,0,2016,5,28,2
"25","CCI",2,9,"M",65,5.17616515408831,6.8843520074242,NA,NA,NA,"","Charter","MISS RENE",525931,NA,0,2016,5,28,2
"26","CCI",3,1,"F",137,57.962016586709,77.0900682965838,NA,NA,NA,"","Private","P1",525931,NA,0,2016,5,29,1
"27","CCI",3,2,"F",101,21.5858969931053,28.7094613237299,NA,NA,NA,"","Private","P1",525931,NA,0,2016,5,29,1
"28","CCI",3,3,"F",89,14.3282275744224,19.0566875917582,NA,NA,NA,"","Private","P1",525931,NA,0,2016,5,29,1
"29","CCI",3,4,"F",92,15.9529649068762,21.2176046767513,NA,NA,NA,"","Private","P1",525931,NA,0,2016,5,29,1
"30","CCI",3,5,"F",77,8.96187328124,11.9193821057382,NA,NA,NA,"","Private","P1",525931,NA,0,2016,5,29,1
"31","CCI",3,6,"F",82,10.9881791366113,14.614389387734,NA,NA,NA,"","Private","P1",525931,NA,0,2016,5,29,1
"32","CCI",3,7,"F",81,10.5599122758681,14.0447901313923,NA,NA,NA,"","Charter","INTIMIDATOR TOO",525931,NA,0,2016,5,29,1
"33","CCI",3,8,"F",70,6.58091829516383,8.7526878929321,NA,NA,NA,"","Charter","INTIMIDATOR TOO",525931,NA,0,2016,5,29,1
"34","CCI",3,9,"F",71,6.89042324147201,9.16433260189999,NA,NA,NA,"","Charter","INTIMIDATOR TOO",525931,NA,0,2016,5,29,1
"35","CCI",3,10,"F",86,12.8216474535934,17.0529207932853,NA,NA,NA,"","Charter","INTIMIDATOR TOO",525931,NA,0,2016,5,29,1
"36","CCI",3,11,"F",83,11.4283062149386,15.1997628534186,NA,NA,NA,"","Charter","INTIMIDATOR TOO",525931,NA,0,2016,5,29,1
"37","CCI",3,12,"F",84,11.8804731210747,15.8011494118613,NA,NA,NA,"","Charter","INTIMIDATOR TOO",525931,NA,0,2016,5,29,1
"38","CCI",3,13,"F",77,8.96187328124,11.9193821057382,NA,NA,NA,"","Charter","INTIMIDATOR TOO",525931,NA,0,2016,5,29,1
"39","CCI",3,14,"F",67,5.71019855759206,7.59462183537565,NA,NA,NA,"","Charter","INTIMIDATOR TOO",525931,NA,0,2016,5,29,1
"40","CCI",3,15,"M",69,6.2811606783156,8.35400723073185,NA,NA,NA,"","Charter","INTIMIDATOR TOO",525931,NA,0,2016,5,29,1
"41","CCI",3,16,"M",70,6.58091829516383,8.7526878929321,NA,NA,NA,"","Charter","INTIMIDATOR TOO",525931,NA,0,2016,5,29,1
